Company Name,Sector,Funding Stage,Amount,Headquarters,Description,Funding Year,Year Founded,Founders,Investors
Cashify,E-commerce,Debt,10000000,Gurugram,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2020,2009,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments"
Etrio,EV startup,Series A,3000000,Hyderabad,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",2020,2017,Deepak MV,HNIs
Codeyoung,EdTech,Seed,0,Bangalore,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,2020,2019,"Shailendra Dhakad, Rupika Taneja",Guild Capital
StayQrious,EdTech,Seed,2000000,Bangalore,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",2020,2020,"Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator
Sunstone Eduversity,EdTech,Series A,3000000,Gurugram,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,2020,2014,"Ashish Munjal, Piyush Nangru",Prime Venture Partners
Infilect,SaaS startup,Pre-series A,1500000,Bangalore,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,2020,2015,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd"
MobiGarage,E-commerce,Pre-series A,0,New Delhi,An ecommerce platform for refurbished electronics.,2020,2017,"Vaibhav Kapoor, Pulkit Kapoor",
Samunnati,Agriculture,Debt,20000000,Chennai,Samunnati is a financial service provider focused on agri value chains.,2020,2014,Anil Kumar,"responsAbility, Accel"
WeInnovate Biosolutions,Startup laboratory,Seed,0,Pune,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,2020,2016,"Dr Milind Choudhari, Dr Prasad Bhagat, and Dr Anupama",Chiratae ventures
Yummy Corp,Food Industry,Series B,12000000,Tangerang,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",2020,2017,Mario Suntanu,"Palm Drive Capital, Amatil X Ventures"
Smallcase,FinTech,Series B,13400000,Bangalore,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,2020,2015,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures"
Clairvolex,Tech Startup,Debt,2000000,California,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,2020,2006,Manoj Pillai,"JF Mauritius SPV, IndusAge Partners"
Assiduus,E-commerce,Series A,1000000,Bangalore,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",2020,nan,Somdutta Singh,VC Firm K Partners
Brinton,HealthTech,Debt,1300000,California,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,2020,2014,Rahul Darda,"India Alternatives Private Equity Fund, Tata Capital"
AFK Gaming,Entertainment,Pre-series A,200000,Mumbai,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,2020,2012,Nishant Patel,
Infarm,AgriTech,Series C,170000000,Berlin,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,2020,2013,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital"
Zuper,SaaS startup,Seed,1100000,Seattle,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,2020,2016,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer"
mCaffeine,Personal care startup,Series B,2900000,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,2015,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital"
Origa,FinTech,Debt,2000000,Andheri,The charioteer of your growth at all times.,2020,2013,Shrirang Tambe,"500 Startups, ah! Ventures"
GullyBuy Software,Tech Startup,Pre-series A,543000,Pune,To deliver a solution that will provide shopping convenience to every consumer in India,2020,2019,Shirish Deodhar,
Recordent,FinTech,Seed,0,Hyderabad,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,2020,2019,Harish Mamtani,
MPL,Entertainment,Series C,90000000,Bangalore,Mobile Premier League is the mobile e-Sports platform based in India.,2020,2018,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures"
Penny,SaaS startup,Seed,1300000,Riyadh,Offer various development solutions and mainly focus on helping startups,2020,2020,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",
Onsitego,Customer service company,Series B,30000000,Mumbai,Onsitego is a customer service company for device and appliance repairs.,2020,2010,Kunal Mahipal,"Accel, Zodius Capital"
Precily,SaaS  startup,Seed,0,California,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,2020,2017,Bharath Rao,"Windrose Capital, Anil Advani"
SmartClean,Tech Startup,Pre- series A,3400000,Singapore,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,2020,2017,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City"
ClanConnect,Marketing startup,Seed,600000,Delhi,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented",2020,nan,"Kunal Kishore Sinha, Sagar Pushp",
Servify,Service industry,Series C,23000000,Mumbai,Servify is a self-learning platform that provides device management services and warranty solutions.,2020,2015,Sreevathsa Prabhakar,"Blume Ventures, Tetrao"
ShareChat,Social media,Pre-series C,40000000,Bangalore,ShareChat is a social networking and regional content platform.,2020,2015,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners"
Rephrase.ai,AI,Seed,1500000,Bangalore,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,2020,2018,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars"
Melorra,Jewellery,Debt,8090000,Bangalore,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",2020,2015,"Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox"
FabHotels,Hospitality,Series B,1030000,Gurugram,FabHotels is a network of 3 star budget hotels in India,2020,2014,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs"
EkAnek,Tech Startup,Edge,5040000,New Delhi,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,2020,2018,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India"
Cub McPaws,AR startup,Pre-series A,800000,Mumbai,Cub McPaws is a kids clothing brand.,2020,2018,"Shah, Abhay Bhat",Venture Catalysts
Zimyo,HR Tech startup,Seed,1500000,Gurgaon,Employee experience platform that empowers organizations to manage and retain great talent!,2020,2018,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil"
PumPumPum,Automotive Startup,Debt,360000,Gurgaon,Pumpumpum is a car rental company,2020,2018,"Tarun Lawadia, Sameer Kalra",
Burgerama,Food Startup,Pre-series A,0,Gurgaon,Burgerama is a unit of Junket Foods Private Limited,2020,2018,Kabir Bose,"Madison, Anicut"
Moms Co,HealthCare,Series B,8000000,Gurgaon,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,2020,2016,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital"
DillyHub,Publication,Seed,1400000,Seoul,A service that promotes and facilitates the works of independent comic artists,2020,2018,Ji Cheol Ryu,"Kakao Ventures, Shinhan Capital"
FPL Technologies,FinTech,Series A,10000000,Pune,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,2020,2019,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures"
FITTR,Fitness startup,Pre-series A,2000000,Pune,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,2020,2016,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge
Illumnus,EdTech Startup,Seed,100000,Pune,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",2020,2018,"Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).
CashKaro,E-commerce,Series B,10000000,Gurgaon,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,2020,2012,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital"
Newton School,EdTech Startup,Seed,650000,Bangalore,Newton School is a platform to learn and develop skills,2020,2019,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners
Airmeet,Tech Startup,Series A,12000000,Bangalore,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",2020,2019,"Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint"
Observe ai,Tech,Series B,54000000,San Francisco,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",2020,2017,"Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital"
InCred,Finance,Debt,5000000,Mumbai,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",2020,2016,Bhupinder Singh,"Pushpak Credit, Fiscal"
Toppr,EdTech,Series D,35000000,Mumbai,Toppr is an Indian educational technology and online tutoring firm,2020,2013,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings"
CarTrade,Car Trade,Series H,42500000,Mumbai,Buy and Sell Used Cars,2020,2009,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital"
LEAD School,EdtTech,Series C,28000000,Mumbai,Offers a high-end digital classroom system focused on enhancing the learning experience,2020,2012,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity"
Servify,Manufacturing,Series C,11370000,Mumbai,"Enables top OEMs & ODMs in device distribution, sales, warranty",2020,2015,Sreevathsa Prabhakar,"Blume Ventures, Tetrao"
Lido Learning,EdTech,Series B,7500000,Mumbai,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ‍",2020,2019,Sahil Sheth,"BAce Capital, Madhur Deora"
Apna.co,Job portal,Series A,8000000,Bangalore,Can find all types of jobs from entry level to experienced people in over 60+ categories.,2020,2019,Nirmit Parikh,"Lightspeed India, Sequoia Capital India"
Quintype Technologies,Tech,Series A,325000,Bangalore,"Building a suite of digital publishing solutions to simplify content creation, distribution",2020,2014,Amit Rathore,"IIFL Asset Management, Raghav Bahl"
Dunzo,Tech,Series E,28000000,Bangalore,Order online and get free delivery from your nearby restaurants,2020,2014,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital"
Entropik,AI Platform,Series A,8000000,Bangalore,Gain insights into human emotions with AI-powered platform affect lab.,2020,2016,Ranjan Kumar,"IDFC-Parampara Fund, Bharat Innovation Fund"
Livspace,Home Design,Series D,9000000,Bangalore,Interior design marketplace that connects interior designers,2020,2014,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator"
Ultraviolette Automotive,Automation,Series B,410000,Bangalore,Industries Automotive Electric Vehicle Energy Energy Storage,2020,2015,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company
WinZO,Gaming,Series B,18000000,New Delhi,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,2020,2016,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures"
SenseHawk,Solar SaaS,Series A,5000000,Bangalore,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,2020,2016,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners"
Railofy,WL & RAC protection,Seed,900000,Mumbai,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,2020,2019,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.
Eloelo,Social commerce,Seed,450000,Bangalore,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",2020,2020,"Saurabh Pandey, Akshay Dubey",
Aibono,AgriTech,Pre-series A,2000000,Bangalore,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,2020,2014,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital"
BuildPan,SaaS startup,Seed,500000,Indore,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.",2020,2019,"Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata"
Homelane,Home interior services,Bridge,8000000,Bangalore,Explore 1000's of fully customizable home interior designs.,2020,2014,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures"
MyGlamm,Fashion,Series B,1000000,Mumbai,Buy Makeup kit & Cosmetics Products from international makeup brand,2020,2015,Darpan Sanghvi,Bessemer Venture Partners
Aviom,Finance,Debt,682000,New Delhi,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,2020,2016,Kajal Ilmi,"Insitor Partners, C4D Partners"
Flinto,EdTech Startup,Pre-Series B,7000000,Chennai,Flintobox is an India-based company that produces educational activity boxes for children,2020,2013,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator"
WayCool,Agritech startup,Series C,5060000,Chennai,WayCool is a social enterprise positively impacting the lives of India's farmers,2020,2015,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank"
YAP,API platform,Series A,4050000,Chennai,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,2020,2014,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital"
Big Bang Boom Solutions,Deep Tech,Series A,1050000,Chennai,It aims to co-create intellectual property that can reside within the borders of the country.,2020,2018,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation"
GUVI,EdTech Startup,Series A,800000,Chennai,Operates vernacular-language based education tech startup,2020,2014,Arun Prakash,"CBA Capital, Gray Matters Capital"
BluSmart,Electricity,Pre-series A,7000000,Gurugram,"BluSmart, an all-electric ride-hailing platform",2020,2019,"Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network"
Cell Propulsion,Automotive company,Pre-series A,0,Bangalore,Designs and develops electric power drives and autonomous electric mobility solutions,2020,2017,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures"
MPL,Entertainment,Series B,50000000,Bangalore,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,2020,2018,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet"
Spoonshot,FMCG,Seed A,1000000,Bangalore,A food science company using AI to predict consumer taste and food trends,2020,2015,"Kishan Vasani, Sai Sreenivas Kodur","SRI Capital, Techstars Farm to Fork Accelerator"
